estado,municipio,secciones_electorales
San Luis Potosí,Tierra Nueva,2
San Luis Potosí,Vanegas,1
San Luis Potosí,Venado,1
San Luis Potosí,Villa de Arista,3
San Luis Potosí,Villa de Arriaga,2
San Luis Potosí,Villa de Guadalupe,1
San Luis Potosí,Villa de la Paz,1
San Luis Potosí,Villa de Ramos,1
San Luis Potosí,Villa de Reyes,2
San Luis Potosí,Villa Hidalgo,3
San Luis Potosí,Villa Juárez,3
San Luis Potosí,Xilitla,7
San Luis Potosí,Zaragoza,2
Sinaloa,Ahome,2
Sinaloa,Angostura,3
Sinaloa,Badiraguato,1
Sinaloa,Choix,1
Sinaloa,Concordia,6
Sinaloa,Cosalá,6
Sinaloa,Culiacán,3;5;7
Sinaloa,El Fuerte,1
Sinaloa,Elota,6
Sinaloa,Escuinapa,6
Sinaloa,Guasave,4
Sinaloa,Mazatlán,6;8
Sinaloa,Mocorito,1
Sinaloa,Navolato,3
Sinaloa,Rosario,6
Sinaloa,Salvador Alvarado,3
Sinaloa,San Ignacio,6
Sinaloa,Sinaloa,1
Sonora,Aconchi,4
Sonora,Agua Prieta,2
Sonora,Alamos,7
Sonora,Altar,1
Sonora,Arivechi,4
Sonora,Arizpe,2
Sonora,Atil,1
Sonora,Bacadéhuachi,4
Sonora,Bacanora,4
Sonora,Bacerac,4
Sonora,Bacoachi,2
Sonora,Bácum,4
Sonora,Banámichi,4
Sonora,Baviácora,4
Sonora,Bavispe,4
Sonora,Benito Juárez,7
Sonora,Benjamín Hill,1
Sonora,Caborca,1
Sonora,Cajeme,6
Sonora,Cananea,2
Sonora,Carbó,4
Sonora,Cucurpe,2
Sonora,Cumpas,4
Sonora,Divisaderos,4
Sonora,Empalme,4
Sonora,Etchojoa,7
Sonora,Fronteras,2
Sonora,General Plutarco Elías Calles,1
Sonora,Granados,4
Sonora,Guaymas,4
Sonora,Hermosillo,3;5
Sonora,Huachinera,4
Sonora,Huásabas,4
Sonora,Huatabampo,7
Sonora,Huépac,4
Sonora,Imuris,2
Sonora,La Colorada,4
Sonora,Magdalena,2
Sonora,Mazatán,4
Sonora,Moctezuma,4
Sonora,Naco,2
Sonora,Nácori Chico,4
Sonora,Nacozari de García,4
Sonora,Navojoa,7
Sonora,Nogales,2
Sonora,Onavas,4
Sonora,Opodepe,4
Sonora,Oquitoa,1
Sonora,Pitiquito,1
Sonora,Puerto Peñasco,1
Sonora,Quiriego,7
Sonora,Rayón,4
Sonora,Rosario,7
Sonora,Sahuaripa,4
Sonora,San Felipe de Jesús,4
Sonora,San Ignacio Río Muerto,4
Sonora,San Javier,4
Sonora,San Luis Río Colorado,1
Sonora,San Miguel de Horcasitas,4
Sonora,San Pedro de la Cueva,4
Sonora,Santa Ana,1
Sonora,Santa Cruz,2
Sonora,Sáric,1
Sonora,Soyopa,4
Sonora,Suaqui Grande,4
Sonora,Tepache,4
Sonora,Trincheras,1
Sonora,Tubutama,1
Sonora,Ures,4
Sonora,Villa Hidalgo,4
Sonora,Villa Pesqueira,4
Sonora,Yécora,4
Tabasco,Balancán,1
Tabasco,Cárdenas,2;3
Tabasco,Centla,5
Tabasco,Centro,4;6
Tabasco,Comalcalco,3
Tabasco,Cunduacán,3
Tabasco,Emiliano Zapata,1
Tabasco,Huimanguillo,2
Tabasco,Jalapa,6
Tabasco,Jalpa de Méndez,5
Tabasco,Jonuta,1
Tabasco,Macuspana,1
Tabasco,Nacajuca,5
Tabasco,Paraíso,5
Tabasco,Tacotalpa,6
Tabasco,Teapa,6
Tabasco,Tenosique,1
Tamaulipas,Abasolo,6
Tamaulipas,Aldama,7
Tamaulipas,Altamira,7
Tamaulipas,Antiguo Morelos,6
Tamaulipas,Burgos,3
Tamaulipas,Bustamante,6
Tamaulipas,Camargo,1
Tamaulipas,Casas,6
Tamaulipas,Ciudad Madero,7;8
Tamaulipas,Cruillas,3
Tamaulipas,El Mante,6
Tamaulipas,Gómez Farías,6
Tamaulipas,González,6
Tamaulipas,Güémez,5
Tamaulipas,Guerrero,1
Tamaulipas,Gustavo Díaz Ordaz,3
Tamaulipas,Hidalgo,5
Tamaulipas,Jaumave,6
Tamaulipas,Jiménez,6
Tamaulipas,Llera,6
Tamaulipas,Mainero,5
Tamaulipas,Matamoros,3;4
Tamaulipas,Méndez,3
Tamaulipas,Mier,1
Tamaulipas,Miguel Alemán,1
Tamaulipas,Miquihuana,6
Tamaulipas,Nuevo Laredo,1
Tamaulipas,Nuevo Morelos,6
Tamaulipas,Ocampo,6
Tamaulipas,Padilla,5
Tamaulipas,Palmillas,6
Tamaulipas,Reynosa,2;3
Tamaulipas,Río Bravo,3
Tamaulipas,San Carlos,5
Tamaulipas,San Fernando,3
Tamaulipas,San Nicolás,5
Tamaulipas,Soto la Marina,6
Tamaulipas,Tampico,8
Tamaulipas,Tula,6
Tamaulipas,Valle Hermoso,3
Tamaulipas,Victoria,5
Tamaulipas,Villagrán,5
Tamaulipas,Xicoténcatl,6
Tlaxcala,Acuamanala de Miguel Hidalgo,2
Tlaxcala,Altzayanca,1
Tlaxcala,Amaxac de Guerrero,2
Tlaxcala,Apetatitlán de Antonio Carvajal,2
Tlaxcala,Apizaco,1
Tlaxcala,Atlangatepec,1
Tlaxcala,Benito Juárez,3
Tlaxcala,Calpulalpan,3
Tlaxcala,Chiautempan,2
Tlaxcala,Contla de Juan Cuamatzi,2
Tlaxcala,Cuapiaxtla,1
Tlaxcala,Cuaxomulco,1
Tlaxcala,El Carmen Tequexquitla,1
Tlaxcala,Emiliano Zapata,1
Tlaxcala,Españita,3
Tlaxcala,Huamantla,1
Tlaxcala,Hueyotlipan,1
Tlaxcala,Ixtacuixtla de Mariano Matamoros,3
Tlaxcala,Ixtenco,1
Tlaxcala,La Magdalena Tlaltelulco,2
Tlaxcala,Lázaro Cárdenas,1
Tlaxcala,Mazatecochco de José María Morelos,3
Tlaxcala,Muñoz de Domingo Arenas,1
Tlaxcala,Nanacamilpa de Mariano Arista,3
Tlaxcala,Natívitas,3
Tlaxcala,Panotla,3
Tlaxcala,Papalotla de Xicohténcatl,3
Tlaxcala,San Damián Texóloc,3
Tlaxcala,San Francisco Tetlanohcan,2
Tlaxcala,San Jerónimo Zacualpan,3
Tlaxcala,San José Teacalco,1
Tlaxcala,San Juan Huactzinco,3
Tlaxcala,San Lorenzo Axocomanitla,3
Tlaxcala,San Lucas Tecopilco,3
Tlaxcala,San Pablo del Monte,2
Tlaxcala,Sanctórum de Lázaro Cárdenas,3
Tlaxcala,Santa Ana Nopalucan,3
Tlaxcala,Santa Apolonia Teacalco,3
Tlaxcala,Santa Catarina Ayometla,3
Tlaxcala,Santa Cruz Quilehtla,3
Tlaxcala,Santa Cruz Tlaxcala,2
Tlaxcala,Santa Isabel Xiloxoxtla,2
Tlaxcala,Tenancingo,3
Tlaxcala,Teolocholco,2
Tlaxcala,Tepetitla de Lardizábal,3
Tlaxcala,Tepeyanco,2
Tlaxcala,Terrenate,1
Tlaxcala,Tetla de la Solidaridad,1
Tlaxcala,Tetlatlahuca,3
Tlaxcala,Tlaxcala,2
Tlaxcala,Tlaxco,1
Tlaxcala,Tocatlán,1
Tlaxcala,Totolac,2
Tlaxcala,Tzompantepec,1
Tlaxcala,Xaloztoc,1
Tlaxcala,Xaltocan,3
Tlaxcala,Xicohtzinco,3
Tlaxcala,Yauhquemehcan,1
Tlaxcala,Zacatelco,3
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,1
Veracruz de Ignacio de la Llave,Acajete,9
Veracruz de Ignacio de la Llave,Acatlán,8
Veracruz de Ignacio de la Llave,Acayucan,20
Veracruz de Ignacio de la Llave,Actopan,8
Veracruz de Ignacio de la Llave,Acula,19
Veracruz de Ignacio de la Llave,Acultzingo,18
Veracruz de Ignacio de la Llave,Agua Dulce,19
Veracruz de Ignacio de la Llave,Álamo Temapache,3
Veracruz de Ignacio de la Llave,Alpatláhuac,15
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,8
Veracruz de Ignacio de la Llave,Altotonga,9
Veracruz de Ignacio de la Llave,Alvarado,17
Veracruz de Ignacio de la Llave,Amatitlán,19
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,16
Veracruz de Ignacio de la Llave,Angel R. Cabada,19
Veracruz de Ignacio de la Llave,Apazapan,8
Veracruz de Ignacio de la Llave,Aquila,15
Veracruz de Ignacio de la Llave,Astacinga,18
Veracruz de Ignacio de la Llave,Atlahuilco,18
Veracruz de Ignacio de la Llave,Atoyac,13
Veracruz de Ignacio de la Llave,Atzacan,16
Veracruz de Ignacio de la Llave,Atzalan,7
Veracruz de Ignacio de la Llave,Ayahualulco,9
Veracruz de Ignacio de la Llave,Banderilla,8
Veracruz de Ignacio de la Llave,Benito Juárez,2
Veracruz de Ignacio de la Llave,Boca del Río,4
Veracruz de Ignacio de la Llave,Calcahualco,15
Veracruz de Ignacio de la Llave,Camarón de Tejeda,13
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,18
Veracruz de Ignacio de la Llave,Carlos A. Carrillo,20
Veracruz de Ignacio de la Llave,Carrillo Puerto,13
Veracruz de Ignacio de la Llave,Castillo de Teayo,5
Veracruz de Ignacio de la Llave,Catemaco,19
Veracruz de Ignacio de la Llave,Cazones de Herrera,3
Veracruz de Ignacio de la Llave,Cerro Azul,3
Veracruz de Ignacio de la Llave,Chacaltianguis,20
Veracruz de Ignacio de la Llave,Chalma,2
Veracruz de Ignacio de la Llave,Chiconamel,2
Veracruz de Ignacio de la Llave,Chiconquiaco,8
Veracruz de Ignacio de la Llave,Chicontepec,2
Veracruz de Ignacio de la Llave,Chinameca,21
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,1
Veracruz de Ignacio de la Llave,Chocamán,15
Veracruz de Ignacio de la Llave,Chontla,2
Veracruz de Ignacio de la Llave,Chumatlán,6
Veracruz de Ignacio de la Llave,Citlaltépetl,2
Veracruz de Ignacio de la Llave,Coacoatzintla,9
Veracruz de Ignacio de la Llave,Coahuitlán,6
Veracruz de Ignacio de la Llave,Coatepec,9
Veracruz de Ignacio de la Llave,Coatzacoalcos,11
Veracruz de Ignacio de la Llave,Coatzintla,5
Veracruz de Ignacio de la Llave,Coetzala,18
Veracruz de Ignacio de la Llave,Colipa,8
Veracruz de Ignacio de la Llave,Comapa,8
Veracruz de Ignacio de la Llave,Córdoba,16
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,17
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,9
Veracruz de Ignacio de la Llave,Coscomatepec,15
Veracruz de Ignacio de la Llave,Cosoleacaque,21
Veracruz de Ignacio de la Llave,Cotaxtla,17
Veracruz de Ignacio de la Llave,Coxquihui,6
Veracruz de Ignacio de la Llave,Coyutla,6
Veracruz de Ignacio de la Llave,Cuichapa,18
Veracruz de Ignacio de la Llave,Cuitláhuac,18
Veracruz de Ignacio de la Llave,El Higo,1
Veracruz de Ignacio de la Llave,Emiliano Zapata,8
Veracruz de Ignacio de la Llave,Espinal,6
Veracruz de Ignacio de la Llave,Filomeno Mata,6
Veracruz de Ignacio de la Llave,Fortín,16
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,6
Veracruz de Ignacio de la Llave,Hidalgotitlán,14
Veracruz de Ignacio de la Llave,Huatusco,13
Veracruz de Ignacio de la Llave,Huayacocotla,2
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,21
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,18
Veracruz de Ignacio de la Llave,Ignacio de la Llave,17
Veracruz de Ignacio de la Llave,Ilamatlán,2
Veracruz de Ignacio de la Llave,Isla,20
Veracruz de Ignacio de la Llave,Ixcatepec,2
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,9
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,2
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,13
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,14
Veracruz de Ignacio de la Llave,Ixhuatlancillo,15
Veracruz de Ignacio de la Llave,Ixmatlahuacan,17
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,16
Veracruz de Ignacio de la Llave,Jalacingo,7
Veracruz de Ignacio de la Llave,Jalcomulco,8
Veracruz de Ignacio de la Llave,Jáltipan,21
Veracruz de Ignacio de la Llave,Jamapa,17
Veracruz de Ignacio de la Llave,Jesús Carranza,14
Veracruz de Ignacio de la Llave,Jilotepec,8
Veracruz de Ignacio de la Llave,José Azueta,20
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,20
Veracruz de Ignacio de la Llave,Juchique de Ferrer,8
Veracruz de Ignacio de la Llave,La Antigua,13
Veracruz de Ignacio de la Llave,La Perla,15
Veracruz de Ignacio de la Llave,Landero y Coss,7
Veracruz de Ignacio de la Llave,Las Choapas,14
Veracruz de Ignacio de la Llave,Las Minas,9
Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,9
Veracruz de Ignacio de la Llave,Lerdo de Tejada,19
Veracruz de Ignacio de la Llave,Los Reyes,18
Veracruz de Ignacio de la Llave,Magdalena,18
Veracruz de Ignacio de la Llave,Maltrata,15
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,13
Veracruz de Ignacio de la Llave,Mariano Escobedo,15
Veracruz de Ignacio de la Llave,Martínez de la Torre,7
Veracruz de Ignacio de la Llave,Mecatlán,6
Veracruz de Ignacio de la Llave,Mecayapan,21
Veracruz de Ignacio de la Llave,Medellín,17
Veracruz de Ignacio de la Llave,Miahuatlán,8
Veracruz de Ignacio de la Llave,Minatitlán,14
Veracruz de Ignacio de la Llave,Misantla,7
Veracruz de Ignacio de la Llave,Mixtla de Altamirano,18
Veracruz de Ignacio de la Llave,Moloacán,14
Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,11
Veracruz de Ignacio de la Llave,Naolinco,8
Veracruz de Ignacio de la Llave,Naranjal,16
Veracruz de Ignacio de la Llave,Naranjos Amatlán,1
Veracruz de Ignacio de la Llave,Nautla,7
Veracruz de Ignacio de la Llave,Nogales,15
Veracruz de Ignacio de la Llave,Oluta,21
Veracruz de Ignacio de la Llave,Omealca,18
Veracruz de Ignacio de la Llave,Orizaba,15
Veracruz de Ignacio de la Llave,Otatitlán,16
Veracruz de Ignacio de la Llave,Oteapan,21
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,1
Veracruz de Ignacio de la Llave,Pajapan,21
Veracruz de Ignacio de la Llave,Pánuco,1
Veracruz de Ignacio de la Llave,Papantla,6
Veracruz de Ignacio de la Llave,Paso de Ovejas,13
Veracruz de Ignacio de la Llave,Paso del Macho,13
Veracruz de Ignacio de la Llave,Perote,9
Veracruz de Ignacio de la Llave,Platón Sánchez,2
Veracruz de Ignacio de la Llave,Playa Vicente,20
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,5
Veracruz de Ignacio de la Llave,Pueblo Viejo,1
Veracruz de Ignacio de la Llave,Puente Nacional,13
Veracruz de Ignacio de la Llave,Rafael Delgado,18
Veracruz de Ignacio de la Llave,Rafael Lucio,9
Veracruz de Ignacio de la Llave,Río Blanco,15
Veracruz de Ignacio de la Llave,Saltabarranca,19
Veracruz de Ignacio de la Llave,San Andrés Tenejapan,18
Veracruz de Ignacio de la Llave,San Andrés Tuxtla,19
Veracruz de Ignacio de la Llave,San Juan Evangelista,20
Veracruz de Ignacio de la Llave,San Rafael,7
Veracruz de Ignacio de la Llave,Santiago Sochiapan,20
Veracruz de Ignacio de la Llave,Santiago Tuxtla,19
Veracruz de Ignacio de la Llave,Sayula de Alemán,20
Veracruz de Ignacio de la Llave,Sochiapa,13
Veracruz de Ignacio de la Llave,Soconusco,21
Veracruz de Ignacio de la Llave,Soledad Atzompa,18
Veracruz de Ignacio de la Llave,Soledad de Doblado,13
Veracruz de Ignacio de la Llave,Soteapan,21
Veracruz de Ignacio de la Llave,Tamalín,1
Veracruz de Ignacio de la Llave,Tamiahua,3
Veracruz de Ignacio de la Llave,Tampico Alto,1
Veracruz de Ignacio de la Llave,Tancoco,1
Veracruz de Ignacio de la Llave,Tantima,1
Veracruz de Ignacio de la Llave,Tantoyuca,2
Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,21
Veracruz de Ignacio de la Llave,Tatatila,9
Veracruz de Ignacio de la Llave,Tecolutla,6
Veracruz de Ignacio de la Llave,Tehuipango,18
Veracruz de Ignacio de la Llave,Tempoal,1
Veracruz de Ignacio de la Llave,Tenampa,13
Veracruz de Ignacio de la Llave,Tenochtitlán,7
Veracruz de Ignacio de la Llave,Teocelo,9
Veracruz de Ignacio de la Llave,Tepatlaxco,13
Veracruz de Ignacio de la Llave,Tepetlán,8
Veracruz de Ignacio de la Llave,Tepetzintla,3
Veracruz de Ignacio de la Llave,Tequila,18
Veracruz de Ignacio de la Llave,Texcatepec,2
Veracruz de Ignacio de la Llave,Texhuacán,18
Veracruz de Ignacio de la Llave,Texistepec,21
Veracruz de Ignacio de la Llave,Tezonapa,18
Veracruz de Ignacio de la Llave,Tierra Blanca,17
Veracruz de Ignacio de la Llave,Tihuatlán,5
Veracruz de Ignacio de la Llave,Tlachichilco,2
Veracruz de Ignacio de la Llave,Tlacojalpan,17
Veracruz de Ignacio de la Llave,Tlacolulan,9
Veracruz de Ignacio de la Llave,Tlacotalpan,19
Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,13
Veracruz de Ignacio de la Llave,Tlalixcoyan,17
Veracruz de Ignacio de la Llave,Tlalnelhuayocan,9
Veracruz de Ignacio de la Llave,Tlaltetela,13
Veracruz de Ignacio de la Llave,Tlapacoyan,7
Veracruz de Ignacio de la Llave,Tlaquilpa,18
Veracruz de Ignacio de la Llave,Tlilapan,18
Veracruz de Ignacio de la Llave,Tomatlán,15
Veracruz de Ignacio de la Llave,Tonayán,8
Veracruz de Ignacio de la Llave,Totutla,13
Veracruz de Ignacio de la Llave,Tres Valles,17
Veracruz de Ignacio de la Llave,Tuxpan,3
Veracruz de Ignacio de la Llave,Tuxtilla,20
Veracruz de Ignacio de la Llave,Ursulo Galván,8
Veracruz de Ignacio de la Llave,Uxpanapa,14
Veracruz de Ignacio de la Llave,Vega de Alatorre,8
Veracruz de Ignacio de la Llave,Veracruz,4;12
Veracruz de Ignacio de la Llave,Villa Aldama,9
Veracruz de Ignacio de la Llave,Xalapa,8;10
Veracruz de Ignacio de la Llave,Xico,9
Veracruz de Ignacio de la Llave,Xoxocotla,18
Veracruz de Ignacio de la Llave,Yanga,18
Veracruz de Ignacio de la Llave,Yecuatla,8
Veracruz de Ignacio de la Llave,Zacualpan,2
Veracruz de Ignacio de la Llave,Zaragoza,21
Veracruz de Ignacio de la Llave,Zentla,13
Veracruz de Ignacio de la Llave,Zongolica,18
Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,2
Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,6
Yucatán,Abalá,5
Yucatán,Acanceh,2
Yucatán,Akil,5
Yucatán,Baca,2
Yucatán,Bokobá,2
Yucatán,Buctzotz,2
Yucatán,Cacalchén,2
Yucatán,Calotmul,1
Yucatán,Cansahcab,2
Yucatán,Cantamayec,1
Yucatán,Celestún,5
Yucatán,Cenotillo,1
Yucatán,Chacsinkín,1
Yucatán,Chankom,1
Yucatán,Chapab,5
Yucatán,Chemax,1
Yucatán,Chichimilá,1
Yucatán,Chicxulub Pueblo,2
Yucatán,Chikindzonot,1
Yucatán,Chocholá,5
Yucatán,Chumayel,5
Yucatán,Conkal,2
Yucatán,Cuncunul,1
Yucatán,Cuzamá,5
Yucatán,Dzán,5
Yucatán,Dzemul,2
Yucatán,Dzidzantún,2
Yucatán,Dzilam de Bravo,2
Yucatán,Dzilam González,2
Yucatán,Dzitás,1
Yucatán,Dzoncauich,2
Yucatán,Espita,1
Yucatán,Halachó,5
Yucatán,Hocabá,2
Yucatán,Hoctún,2
Yucatán,Homún,5
Yucatán,Huhí,5
Yucatán,Hunucmá,5
Yucatán,Ixil,2
Yucatán,Izamal,2
Yucatán,Kanasín,2
Yucatán,Kantunil,1
Yucatán,Kaua,1
Yucatán,Kinchil,5
Yucatán,Kopomá,5
Yucatán,Mama,5
Yucatán,Maní,5
Yucatán,Maxcanú,5
Yucatán,Mayapán,5
Yucatán,Mérida,3;4
Yucatán,Mocochá,2
Yucatán,Motul,2
Yucatán,Muna,5
Yucatán,Muxupip,2
Yucatán,Opichén,5
Yucatán,Oxkutzcab,5
Yucatán,Panabá,1
Yucatán,Peto,1
Yucatán,Progreso,2
Yucatán,Quintana Roo,1
Yucatán,Río Lagartos,1
Yucatán,Sacalum,5
Yucatán,Samahil,5
Yucatán,San Felipe,1
Yucatán,Sanahcat,5
Yucatán,Santa Elena,5
Yucatán,Seyé,2
Yucatán,Sinanché,2
Yucatán,Sotuta,1
Yucatán,Sucilá,1
Yucatán,Sudzal,1
Yucatán,Suma,2
Yucatán,Tahdziú,1
Yucatán,Tahmek,2
Yucatán,Teabo,5
Yucatán,Tecoh,5
Yucatán,Tekal de Venegas,2
Yucatán,Tekantó,2
Yucatán,Tekax,5
Yucatán,Tekit,5
Yucatán,Tekom,1
Yucatán,Telchac Pueblo,2
Yucatán,Telchac Puerto,2
Yucatán,Temax,2
Yucatán,Temozón,1
Yucatán,Tepakán,2
Yucatán,Tetiz,5
Yucatán,Teya,2
Yucatán,Ticul,5
Yucatán,Timucuy,2
Yucatán,Tinum,1
Yucatán,Tixcacalcupul,1
Yucatán,Tixkokob,2
Yucatán,Tixmehuac,1
Yucatán,Tixpéhual,2
Yucatán,Tizimín,1
Yucatán,Tunkás,1
Yucatán,Tzucacab,1
Yucatán,Uayma,1
Yucatán,Ucú,5
Yucatán,Umán,5
Yucatán,Valladolid,1
Yucatán,Xocchel,2
Yucatán,Yaxcabá,2
Yucatán,Yaxkukul,2
Yucatán,Yobaín,2
Zacatecas,Apozol,2
Zacatecas,Apulco,2
Zacatecas,Atolinga,2
Zacatecas,Benito Juárez,2
Zacatecas,Calera,1
Zacatecas,Cañitas de Felipe Pescador,3
Zacatecas,Chalchihuites,1
Zacatecas,Concepción del Oro,3
Zacatecas,Cuauhtémoc,2
Zacatecas,El Plateado de Joaquín Amaro,2
Zacatecas,El Salvador,3
Zacatecas,Fresnillo,1
Zacatecas,Genaro Codina,2
Zacatecas,General Enrique Estrada,1
Zacatecas,General Francisco R. Murguía,3
Zacatecas,General Pánfilo Natera,4
Zacatecas,Guadalupe,4
Zacatecas,Huanusco,2
Zacatecas,Jalpa,2
Zacatecas,Jerez,2
Zacatecas,Jiménez del Teul,1
Zacatecas,Juan Aldama,3
Zacatecas,Juchipila,2
Zacatecas,Loreto,4
Zacatecas,Luis Moya,2
Zacatecas,Mazapil,3
Zacatecas,Melchor Ocampo,3
Zacatecas,Mezquital del Oro,2
Zacatecas,Miguel Auza,1
Zacatecas,Momax,2
Zacatecas,Monte Escobedo,2
Zacatecas,Morelos,3
Zacatecas,Moyahua de Estrada,2
Zacatecas,Nochistlán de Mejía,2
Zacatecas,Noria de Ángeles,4
Zacatecas,Ojocaliente,4
Zacatecas,Pánuco,3
Zacatecas,Pinos,4
Zacatecas,Río Grande,3
Zacatecas,Sain Alto,1
Zacatecas,Santa María de la Paz,2
Zacatecas,Sombrerete,1
Zacatecas,Susticacán,2
Zacatecas,Tabasco,2
Zacatecas,Tepechitlán,2
Zacatecas,Tepetongo,2
Zacatecas,Teúl de González Ortega,2
Zacatecas,Tlaltenango de Sánchez Román,2
Zacatecas,Trancoso,4
Zacatecas,Trinidad García de la Cadena,2
Zacatecas,Valparaíso,2
Zacatecas,Vetagrande,3
Zacatecas,Villa de Cos,3
Zacatecas,Villa García,4
Zacatecas,Villa González Ortega,4
Zacatecas,Villa Hidalgo,4
Zacatecas,Villanueva,2
Zacatecas,Zacatecas,3
